name,sku,price_net,stock,category,description,image_path,active
CAJA SET TERMORETRÁCTIL 316 PCS,23920,4000,0,aisladores,,products/23920.jpg,True
MODULO LED 1X20 12V CON PROTECCIÓN 7CM,M12V-CP7,6200,7,iluminacion,,products/M12V-CP7.jpg,True
MODULO LED 3X20 12V,M12V-3LED,6000,20,iluminacion,,products/M12V-3LED.jpg,True
MODULO LED 1X20 12V SIN PROTECIÓN,M12V-SP,5800,32,iluminacion,,products/M12V-SP.jpg,True
MODULO LED 1X20 12V CON PROTECCIÓN 8.5CM,M12V-CP9,7200,16,iluminacion,,products/M12V-CP9.jpg,True
MODULO LED 1X20 12V CON PROTECIÓN,M12V-CP1X1,8000,10,iluminacion,,products/M12V-CP1X1.jpg,True
CLORURO FÉRRICO 1L,CLFR-1L,3000,5,quimicos-electronica,,products/CLFR-1L.jpg,True
KIT ARDUINO UNO - 68 PCS,KITUNO-68PCS,16000,0,arduino,,products/KITUNO-68PCS.jpg,True
PACK PORTA RELE PLÁSTICO (2U),COD.115004,2000,35,rele,,products/COD.115004.jpg,True
SET BASE DE CORTE,ME047-4,3000,3,kits-educativos,,products/ME047-4.jpg,True
RUEDA CON LLANTA DE GOMA PARA MOTOR DC,,1500,50,kits-educativos,,products/.jpg,True
ARDUINO UNO,,9000,0,arduino,,products/.jpg,False
SET BROCA FRESADORA 3- 4- 5- 6- 6.5- 8,,2700,2,brocas,BROCA; UNIVERSAL; 6; MM; METAL; FRESADORA; HSS,products/.jpg,True
PAR CONECTOR CM4 MACHO-HEMBRA SOLAR,CHLMC4,1900,76,inicio,CONECTOR; REDONDO; PIN; 4; speaker,products/CHLMC4.jpg,True
POTENCIÓMETRO P-104 PRECISIÓN 100K,I3-21-100,300,20,inicio,POTENCIOMETRO; AJUSTABLE; PESICION; P103,products/I3-21-100.jpg,True
PORTA RELE CERÁMICO 12-24 V,RC12-24,2000,5,rele,,products/RC12-24.jpg,True
SOLDADURA M60 ⌀0.8MM 40G MECHANIC,m6040g,7000,10,estano,,products/m6040g.jpg,True
SOLDADURA ⌀1.2MM 60G JIX,JIX60G,3000,6,estano,,products/JIX60G.jpg,True
DISPLAY INDUSTRIAL DI-64128-420MA,DI-64128-420MA,0,0,desarrollos,,products/DI-64128-420MA.jpg,True
CRONOMETRO CR32128-CR,CR3296-SEN-1,0,0,cronometros,DEPORTIVO; CRONOMETRO; CONTROL; TIEMPO; CAMION; ACCESO; CRONO,products/CR3296-SEN-1.jpg,True
SOLDADURA 63/37 ⌀1.0 MM 250G BAOQIN,17310-A,6000,0,estano,,products/17310-A.jpg,True
SOLDADURA 60/40 ⌀0.8 MM 250G SANKI,SANKI6040,21000,3,estano,,products/SANKI6040.jpg,True
KIT TERMORETRÁCTIL COLORES 16X120MM (10U),9367124,1000,7,aisladores,,products/9367124.jpg,True
PACK AG10 BATERIA ALCALINA 1.55V (10U),AG10,1600,15,alimentacion,,products/AG10.jpg,True
PACK BATERIA LITIO CR1220 MAXELL (5U),CR1220,3200,0,alimentacion,,products/CR1220.jpg,True
PILA 26650 GH 8800 mAh 4.2 V,,0,0,sin-categoria,,,False
CRONOMETRO 24/14 BASQUETBOL +60s,C24/14-3232+60,0,0,cronometros,BASQUETBOL; CRONOMETRO; 24/14; 24s; 14s; ataque; cronometro de ataque,products/C24/14-3232+60.jpg,True
KIT TERMORETRÁCTIL COLORES 10U - PRE CORTADA,TER-010-1-1,600,10,aisladores,TUBO; CABLE; CONECTOR; metro; TERMORETRACTIL,products/TER-010-1-1.jpg,True
PACK BATERIA SR626SW 1.55V HG0% MAXELL,SR626SWH0,2600,2,alimentacion,,products/SR626SWH0.jpg,True
PACK PILA 23A 12V (5U),23A12V,1600,4,inicio,PILA; 12v; alcalina; 27; 27A,products/23A12V.jpg,True
PILA LITIO CR2450 3V ENERGIZER,CR2450,3000,5,alimentacion,,products/CR2450.jpg,True
MODULO MULTIPLEXOR HP4067,HP4067,2101,4,electronica,MODULO; RELOJ; RTC,products/HP4067.jpg,True
MINI REPETIDOR WiFi LV-WR13,MR100-1,10000,2,electronica,MINI; AMPLIFICADOR; WIFI; ROTEADOR,products/MR100-1.jpg,True
SENSOR HAZ INFRARROJO,MR100-1-1,7000,0,electronica,MINI; AMPLIFICADOR; WIFI; ROTEADOR,products/MR100-1-1.jpg,True
FUENTE SW 12V 40A,FA-12V40A,21000,6,electronica,ALIMENTACION; 12v; fuente; 30A; POWER; SW; PODER; 360W,products/FA-12V40A.jpg,True
CONTROL REMOTO UNIVERSAL DUPLICADOR,IRM_GL,0,19,inicio,,products/IRM_GL.jpg,True
BATERÍA 9V PHILIPS LONGLIFE,6F22L1B/97,2100,0,alimentacion,,products/6F22L1B/97.jpg,True
PILA LITIO 3V CR2 ENERGIZER,UPN-140603,2500,4,alimentacion,,products/UPN-140603.jpg,True
Marcador ScoreSHOW 420,ScoreSHOW-420,0,0,deportivo,Marcador Multideportivo  de 100x330cm Full color alta definición,products/ScoreSHOW-420.jpg,True
MARCADOR SCORESHOW-360A,ScoreShow-160-25-1,0,0,deportivo,,products/ScoreShow-160-25-1.jpg,True
PACK BATERIA LITIO CR2032 MAXELL (5U),,2100,9,alimentacion,,products/.jpg,True
MODULO DE RELOJ DS3231,RTC1307-1-1,800,3,electronica,MODULO; RELOJ; RTC,products/RTC1307-1-1.jpg,True
MODULO RELE 5V X1,JQC-3FF-S-Z-P1-1-1,2000,28,inicio,ARDUINO; MODULO; RELE; 5V; 10A; PIC; RASPBERRY,products/JQC-3FF-S-Z-P1-1-1.jpg,True
MODULO 4G A7670C,FT232RL-1-1,20000,3,inicio,ARDUINO; ADAPTADOR; MODULO; USB; CONVERTIDOR; TTL; FT232; ARDUINO CONVERTIDOR DE ADAPTADOR,products/FT232RL-1-1.jpg,True
RELE SOLIDO 4 CANALES,EST2RELE4-1,7000,4,electronica,MODULO; RELE; SOLIDO; 2 CANAL,products/EST2RELE4-1.jpg,True
SET 4G A7670C,FT232RL-1-1-2,25000,0,inicio,ARDUINO; ADAPTADOR; MODULO; USB; CONVERTIDOR; TTL; FT232; ARDUINO CONVERTIDOR DE ADAPTADOR,products/FT232RL-1-1-2.jpg,True
CONECTOR CAJA SPEAKER PLUG TERMINAL,,4000,24,inicio,CONECTOR; CHASIS; SPEAKON; speaker; CONECTOR SPEAKON,products/.jpg,True
CONECTOR SPEAKER AUDIO CABLE 4 PIN AZUL,SVP563R-1,2500,37,inicio,CONECTOR; REDONDO; PIN; 4; speaker,products/SVP563R-1.jpg,True
CONECTOR SPEAKER AUDIO CABLE 4 PIN ROJO,SVP563R-1-1,2500,33,inicio,CONECTOR; REDONDO; PIN; 4; speaker,products/SVP563R-1-1.jpg,True
CONECTOR SPEAKON HEMBRA 3PIN,,2500,10,inicio,CONECTOR; CHASIS; SPEAKON; speaker; CONECTOR SPEAKON,products/.jpg,True
CONECTOR SPEAKON HEMBRA 3PIN,,2500,10,inicio,CONECTOR; CHASIS; SPEAKON; speaker; CONECTOR SPEAKON,products/.jpg,True
PORTA PILA CR2032 (VERTICAL),18650-PCB-1-1,500,18,electronica,PORTA; PCB; 18650; PILA; pilas; simple; portapila,products/18650-PCB-1-1.jpg,True
PORTA PILA CR2032 (VERTICAL),18650-PCB-1-1,500,18,electronica,PORTA; PCB; 18650; PILA; pilas; simple; portapila,products/18650-PCB-1-1.jpg,True
PORTA PILA CR2032 (TRADICIONAL),18650-PCB-1-1-1,600,23,electronica,PORTA; PCB; 18650; PILA; pilas; simple; portapila,products/18650-PCB-1-1-1.jpg,True
RESISTENCIA CERAMICA 20W 220Ω,E1A-20W220,1300,55,otras,,products/E1A-20W220.jpg,True
SOLMAFORO UV-15040-RGB-SST-E4G,UV-15040-RGB-SST-E4G,0,0,desarrollos,,products/UV-15040-RGB-SST-E4G.jpg,True
PLUG SMA CRIMP RG58,M2A-CPRG58,1500,9,inicio,,products/M2A-CPRG58.jpg,True
CONECTOR DB9 PCB MACHO,M2A-CDB9.M,2000,45,inicio,,products/M2A-CDB9.M.jpg,True
CONECTOR DUPONT 4 PINES,M2A-CD4P,1500,564,inicio,,products/M2A-CD4P.jpg,True
CONECTOR HEMBRA MICRO USB,M2A-CHMUSB,1000,30,inicio,,products/M2A-CHMUSB.jpg,True
CONECTOR HEMBRA TIPO C,M2A-CHTC,1000,109,inicio,,products/M2A-CHTC.jpg,True
RCA PLUG MACHO,M2A-RCA,700,76,conectores,CONECTOR; ROJO; NEGRO; RCA,products/M2A-RCA.jpg,True
DISPLAY LED 7 SEGMENTO 1X2 ANODO,564136-1,1000,5,inicio,7 SEGMENTO; ANODO; CATODO; DISPLAY; MODULO,products/564136-1.jpg,True
PLUG MACHO NEGRO-5.5/ 2.1,M2A-CPNM-1,600,69,conectores,CONECTOR; MACHO; PLUG,products/M2A-CPNM-1.jpg,True
BNC HEMBRA PARA CABLE COAXIAL.,BNC2AH,1000,17,conectores,CABLE; CONECTOR; MACHO; BNC; RG58; LMR195,products/BNC2AH.jpg,True
CONVERTIDOR MAX3232 RS232 a TTL HEMBRA DB9,FT232RL-1,4300,47,inicio,ARDUINO; ADAPTADOR; MODULO; USB; CONVERTIDOR; TTL; FT232; ARDUINO CONVERTIDOR DE ADAPTADOR,products/FT232RL-1.jpg,True
ARREGLO DE RESISTENCIAS 1/8 W 5% 9 PINES,E1C-AR1/8,0,0,inicio,,products/E1C-AR1/8.jpg,True
RESISTENCIAS 1/4W 1% (25 unidades),R-1/6-5-1-1,0,122,inicio,pcs; W; UNIDADES; RESISTENCIAS,products/R-1/6-5-1-1.jpg,True
AMPLIFICADOR DE SONIDO PARA JUEGO ARCADE Y TABLEROS DE JUEGO,E2B-MOD1W,4500,5,comunicacion,,products/E2B-MOD1W.jpg,True
MODULO INFRARROJO RECEPTOR,E2B-MODIR38,1000,9,inicio,,products/E2B-MODIR38.jpg,True
MODULO RECEPTOR DE RADIO 315 MHZ,E2B-MOD315,2000,19,comunicacion,MODULO; RECEPTOR; RADIO; 315; MHZ;,products/E2B-MOD315.jpg,True
MODULO SENSOR INFRARROJO 4 CANALES,E2B-MODIR,0,0,modulos,,products/E2B-MODIR.jpg,True
INTERRUPTOR METALICO 22MM IP65 CON LED 24V,M3B-IM22LED,6000,57,inicio,PULSADOR; METALICO; 15MM 5 PINES,products/M3B-IM22LED.jpg,True
TARJETA MICRO SD SANDISK ULTRA 64GB,,7000,2,inicio,,products/.jpg,True
LECTOR DE TARJETA MICRO SD ZHS - USB 2.0,,1000,14,inicio,,products/.jpg,True
RESISTENCIA 15KΩ - 3W 5% (25 unidades),E-1A/3W15K5,2500,33,inicio,,products/E-1A/3W15K5.jpg,True
"RESISTENCIA 4,7KΩ - 2W 5% (25 unidades)",E-1A/2W4.7K5,2000,31,inicio,,products/E-1A/2W4.7K5.jpg,True
RESISTENCIAS 1/6W 1% (50 unidades),R-1/6-5-1,0,122,inicio,pcs; W; UNIDADES; RESISTENCIAS,products/R-1/6-5-1.jpg,True
PULSADOR METÁLICO 16MM IP65 CON LED 24V,H4-1-1,4000,23,inicio,PULSADOR; 16MM; METALICO; IP65,products/H4-1-1.jpg,True
PULSADOR METALICO 19MM IP65 2 PINES,H3-13-1,3000,32,inicio,PULSADOR; METALICO; 15MM 5 PINES,products/H3-13-1.jpg,True
PULSADOR METALICO ALTO 28MM IP67 2 PINES,M3B-PM28,10000,108,inicio,PULSADOR; METALICO; 15MM 5 PINES,products/M3B-PM28.jpg,True
CONDENSADOR 470UF /25V,I3-15-1,195,1,condensadores,CONDENSADOR; CONDENSADORES; ELECTROLITICOS; UF; 25V; 4700; 4700UF,products/I3-15-1.jpg,True
CONECTOR RJ45 METALICO (10U),RJ-45-R1- 24-1,700,40,conectores,CONECTOR; RJ45; CONECTORES,products/RJ-45-R1- 24-1.jpg,True
CONECTOR RJ45 METALICO (10U),RJ-45-R1- 24-2,1000,38,conectores,CONECTOR; RJ45; CONECTORES,products/RJ-45-R1- 24-2.jpg,True
CAJA FERRULE 1200 PCS,C30446-1,4700,3,conectores,CAJA;FERRULE;,products/C30446-1.jpg,True
PIN HEADER MACHO 1X40 (10 U),PH1X40_GL,0,200,conectores,MACHO; ARDUINO; PINES; PIN; HEADER; PACK,products/PH1X40_GL.jpg,True
SOLMAFORO UV-15040-RGB-SST,UV-15040-RGB-SST,0,0,desarrollos,,products/UV-15040-RGB-SST.jpg,True
SOLMAFORO UV-13040-RGB-SS,UV-13040-RGB-SS,0,0,desarrollos,,products/UV-13040-RGB-SS.jpg,True
SOLMAFORO UV-15040-RGB-SLT,UV-15040-RGB-SLT,0,0,desarrollos,,products/UV-15040-RGB-SLT.jpg,True
SOLMAFORO UV-15040-RGB-SST-i,UV-15040-RGB-SST-i,0,0,desarrollos,,products/UV-15040-RGB-SST-i.jpg,True
TECLADO GAMER CON MOUSE,M-1500,12521,6,electronica,LED; UÑA; LUZ; JUEGO; MANO; TECLADO; USB; GAMER; RETROILUMINADO,products/M-1500.jpg,True
Marcador ScoreSHOW 800-5,ScoreSHOW-1080-5-1,0,0,deportivo,Marcador Multideportivo  de 185x256cm Full color alta definición,products/ScoreSHOW-1080-5-1.jpg,True
MODULO RFID RC522,RFID-RC522,3300,7,arduino,,products/RFID-RC522.jpg,True
MODULO CONVERTIDOR DC A DC BOOST STEP-UP VOL-R010,151422,4000,10,arduino,,products/151422.jpg,True
RELE 220V 8PINES,,5500,0,electronica,,products/.jpg,True
BASE RELE 8 PINES,,2000,0,electronica,,products/.jpg,True
PULSADOR NC,nc,1681,20,electricidad,,products/nc.jpg,True
CABLE PARALELO 12AWG NEGRO-ROJO 100% COBRE,R100,1681,98,cables,,products/R100.jpg,True
RADAR DE VELOCIDAD,,0,0,desarrollos,,products/.jpg,True
SEÑALETICA VIAL P5AR- 96x96,P5AR-96x96,0,0,desarrollos,LED; SEÑALETICA; semaforo; TRAFFIC; TRAFICO; VMS,products/P5AR-96x96.jpg,True
VELOCIMETRO LED 32X32CM  GPS3232V,GPS3232V,0,0,desarrollos,,products/GPS3232V.jpg,True
RELOJ INDUSTRIAL  CON ALARMAS RA32198BT,RA32198BT,0,0,desarrollos,,products/RA32198BT.jpg,True
SOFTWARE CON CERTIFICACION FIBA,,0,0,deportivo,,products/.jpg,False
EXTRACTOR DE SOLDADURA 34CM,ZD-108,7000,15,extractor,SOLDADURA; ESTAÑO; BOMBA; EXTRATOR; EXTRACTORA,products/ZD-108.jpg,True
SENSOR CNY-70,A2-8,600,345,electronica,,products/A2-8.jpg,True
Marcador ScoreSHOW 1080,ScoreSHOW-1080-5,0,0,deportivo,Marcador Multideportivo  de 100x330cm Full color alta definición,products/ScoreSHOW-1080-5.jpg,True
CONECTOR RJ45 PCB UNIDAD,R1-25,1000,143,conectores,CONECTOR;PCB;PLACA;RJ45;HEMBRA;SOLDAR;MONTAJE;,products/R1-25.jpg,True
MARCADOR SCORESHOW 200-50,ScoreShow-200-5,0,0,deportivo,,products/ScoreShow-200-5.jpg,True
MARCADOR SCORESHOW 200-40,ScoreShow-200-40,0,0,deportivo,,products/ScoreShow-200-40.jpg,True
MARCADOR SCORESHOW 160-40,ScoreShow-160-40,0,0,deportivo,,products/ScoreShow-160-40.jpg,True
MARCADOR SCORESHOW 160-25,ScoreShow-160-25,0,0,deportivo,,products/ScoreShow-160-25.jpg,True
PULSADOR GAMER VERDE,H1-3,1700,32,inicio,PULSADOR;GAMER;VERDE,products/H1-3.jpg,True
PULSADOR GAMER AMBAR,H1-1,1700,45,inicio,PULSADOR;GAMER;AMBAR,products/H1-1.jpg,True
PULSADOR METALICO ALTO 19MM IP67 2 PINES,H3-13,4800,346,inicio,PULSADOR; METALICO; 15MM 5 PINES,products/H3-13.jpg,True
CONECTOR DE AVIACION GX16 - 4 PINES MACHO Y  HEMBRA,Q1-4P,2300,20,alimentacion,CONECTOR; HEMBRA; MACHO; GX16; AVIACION;,products/Q1-4P.jpg,True
CONECTOR DE AVIACION GX16 - 3 PINES MACHO Y  HEMBRA,H4,2300,24,alimentacion,CONECTOR; HEMBRA; MACHO; GX16; AVIACION;,products/H4.jpg,True
CONECTOR GX16 -3 PIN MAHO AEREO,Q1-3PMA,2300,24,alimentacion,CONECTOR; HEMBRA; MACHO; GX16; AEREO;AVIACION;,products/Q1-3PMA.jpg,True
MARCADOR SCORESHOW 360,ScoreShow-360,0,0,deportivo,,products/ScoreShow-360.jpg,True
Marcador ScoreSHOW 490,ScoreSHOW-490,0,0,deportivo,Marcador Multideportivo  de 120x230cm Full color alta definición,products/ScoreSHOW-490.jpg,True
Marcador ScoreSHOW 540,ScoreSHOW-540,0,0,deportivo,Marcador Multideportivo  de 100x330cm Full color alta definición,products/ScoreSHOW-540.jpg,True
Marcador ScoreSHOW 1000,ScoreSHOW-1000,0,0,deportivo,Marcador Multideportivo  de 170x330cm Full color alta definición,products/ScoreSHOW-1000.jpg,True
Marcador ScoreSHOW 1210,ScoreSHOW-1210,0,0,deportivo,Marcador Multideportivo  de 184x360cm Full color alta definición,products/ScoreSHOW-1210.jpg,True
SERVICIO TECNICO,,0,-1,desarrollos,,products/.jpg,False
INTERRUPTOR ON-OFF 2 PINES,M3B-KCD1,0,47,electricidad,INTERRUPTOR; 2 PINES; ON-OFF;6A 250V AC; 10A 250V AC; 20mm X 15mm X 10mm;BLANCO;,products/M3B-KCD1.jpg,True
MODULO LED 16X32,,0,0,desarrollos,,products/.jpg,True
CAUTIN 40W PINSUN,M340,3000,2,cautin,220-240V,products/M340.jpg,True
MARCADOR DEPORTIVO MM4896BT,MM4896BT,0,0,deportivo,,products/MM4896BT.jpg,True
PERNO PARKER 4X40MM (25 UNIDADES) ZINCADO,3256070005000C,4400,20,ferreteria,M4; PARKER; ALLEN; 25MM; ANCLAJE; PERNO,products/3256070005000C.jpg,True
CABLE RED CAT7 10MTS,CT710M-C,6000,1,cables,,products/CT710M-C.jpg,True
TORNILLO ROSCALATA 6x1/2 (100 U),,1100,10,ferreteria,doble; TORNILLO; RANURA; ROSCALATA,products/.jpg,True
DISCO DE PULIDO,,4800,2,electronica,pulido; DISCO; ABRASIVO; AMOLADORA,products/.jpg,True
FUNDA RJ45 PACK 5 UNIDADES,R1-24,250,3,conectores,FUNDA; RJ; 45; CARTUCHO; PROTECTOR,products/R1-24.jpg,True
SEÑAL VIAL CARRO VMS96192W7C,VMS96192W7C,0,0,desarrollos,LED; VIAL; SEÑALETICA; PANTALLA; semaforo; FLECHA; VSM; TRAFFIC; TRAFICO; CARRTERA,products/VMS96192W7C.jpg,True
LED IR EMISOR 5MM (10U),IR-5E,4000,14,diodos,LED; SENSOR; DIODO; IR; blanco; INFRARROJO; FOTOTRANSISTOR; EMISOR,products/IR-5E.jpg,True
TUERCA HEXAGONAL 5MM (100 UNIDAD),5032150010000C / K2,1100,13,ferreteria,,products/5032150010000C / K2.jpg,True
PERNO PARKER 5X30MM (25),3256670005000C,2700,18,ferreteria,M4; PARKER; ALLEN; 25MM; ANCLAJE; PERNO,products/3256670005000C.jpg,True
PERNO PARKER 4X10MM (25UNIDADES),PK4X10J2-L,1600,40,ferreteria,M4; PARKER; ALLEN; 25MM; ANCLAJE; PERNO,products/PK4X10J2-L.jpg,True
TORNILLO ROSCALATA 6x1/2(100U),,1100,10,ferreteria,doble; TORNILLO; RANURA; ROSCALATA,products/.jpg,True
PERNO PARKER 5X20MM (25UNIDADES),PK5X25J2-L,2400,4,ferreteria,M4; PARKER; ALLEN; 25MM; ANCLAJE; PERNO,products/PK5X25J2-L.jpg,True
TUERCA HEXAGONAL 1/4 CON SEGURIDAD (100U),5054160010000C,2100,0,ferreteria,TUERCA; SEGURIDAD; HEXAGONAL; FERRETERIA,products/5054160010000C.jpg,True
TUERCA HEXAGONAL 6MM CON SEGURIDAD (100U),5058180010000C/ K2,2200,1,ferreteria,TUERCA; SEGURIDAD; HEXAGONAL; FERRETERIA,products/5058180010000C/ K2.jpg,True
