name,sku,price_net,stock,category,description,image_path,active
FUNDA RJ45 PACK 5 UNIDADES,R1-24,250,3,conectores,"<p>FUNDA, RJ, 45, CARTUCHO, PROTECTOR</p>",products/R1-24.jpg,True
SEÑAL VIAL CARRO VMS96192W7C,VMS96192W7C,0,0,desarrollos,"<p>LED, VIAL, SEÑALETICA, PANTALLA, semaforo, FLECHA, VSM, TRAFFIC, TRAFICO, CARRTERA</p>",products/VMS96192W7C.jpg,True
LED IR EMISOR 5MM (10U),IR-5E,4000,14,diodos,"<p>LED, SENSOR, DIODO, IR, blanco, INFRARROJO, FOTOTRANSISTOR, EMISOR</p>",products/IR-5E.jpg,True
TUERCA HEXAGONAL 5MM (100 UNIDAD),5032150010000C / K2,1100,13,ferreteria,,products/5032150010000C / K2.jpg,True
PERNO PARKER 5X30MM (25),3256670005000C,2700,18,ferreteria,"<p>M4, PARKER, ALLEN, 25MM, ANCLAJE, PERNO</p>",products/3256670005000C.jpg,True
PERNO PARKER 4X10MM (25UNIDADES),PK4X10J2-L,1600,40,ferreteria,"<p>M4, PARKER, ALLEN, 25MM, ANCLAJE, PERNO</p>",products/PK4X10J2-L.jpg,True
TORNILLO ROSCALATA 6x1/2(100U),,1100,10,ferreteria,"<p>doble, TORNILLO, RANURA, ROSCALATA</p>",products/.jpg,True
PERNO PARKER 5X20MM (25UNIDADES),PK5X25J2-L,2400,4,ferreteria,"<p>M4, PARKER, ALLEN, 25MM, ANCLAJE, PERNO</p>",products/PK5X25J2-L.jpg,True
TUERCA HEXAGONAL 1/4 CON SEGURIDAD (100U),5054160010000C,2100,0,ferreteria,"<p>TUERCA, SEGURIDAD, HEXAGONAL, FERRETERIA</p>",products/5054160010000C.jpg,True
TUERCA HEXAGONAL 6MM CON SEGURIDAD (100U),5058180010000C/ K2,2200,1,ferreteria,"<p>TUERCA, SEGURIDAD, HEXAGONAL, FERRETERIA</p>",products/5058180010000C/ K2.jpg,True
TUERCA HEXAGONAL M6 - 1.0 CON SEGURIDAD (100U) METRICA,201TSN /K2,2200,43,ferreteria,"<p>TUERCA, SEGURIDAD, HEXAGONAL, FERRETERIA</p>",products/201TSN /K2.jpg,True
TUERCA HEXAGONAL M10 - 1.5 CON SEGURIDAD (100U) METRICA,203TSN / K2,2300,2,ferreteria,"<p>TUERCA, SEGURIDAD, HEXAGONAL, FERRETERIA</p>",products/203TSN / K2.jpg,True
TUERCA HEXAGONAL M10 - 1.5 CON SEGURIDAD (100U) METRICA,203TSN,2300,0,ferreteria,"<p>TUERCA, SEGURIDAD, HEXAGONAL, FERRETERIA</p>",products/203TSN.jpg,True
TUERCA HEXAGONAL 8MM CON SEGURIDAD (100U) METRICA,5058240010000C /K2,2300,5,ferreteria,"<p>TUERCA, SEGURIDAD, HEXAGONAL, FERRETERIA</p>",products/5058240010000C /K2.jpg,True
TUERCA HEXAGONAL 4MM (100 UNIDAD),5036120010000C / K2,1000,0,ferreteria,,products/5036120010000C / K2.jpg,True
GOLILLA 15/32 (100u),GO5/32,1800,20,ferreteria,"<p>GOLILLA, BOLILLA, FERRETERIA</p>",products/GO5/32.jpg,True
GOLILLA 3/16 (100U),GO3/16,1500,33,ferreteria,"<p>GOLILLA, BOLILLA, FERRETERIA</p>",products/GO3/16.jpg,True
GOLILLA 5/16 (100U),GO5/16,1300,12,ferreteria,"<p>GOLILLA, BOLILLA, FERRETERIA</p>",products/GO5/16.jpg,True
"PELA CABLE 6"" KAMASA",KM-028/ B2,3300,5,ferreteria,"<p>CABLE, ALICATE, PELACABLE, PELA, CORTANTE</p>",products/KM-028/ B2.jpg,True
TUERCA ARAÑA 3/8  (25),TA-516 K1-3,3000,40,ferreteria,"<p>TUERCA, ARAÑA, ENGANCHE, MADERA</p>",products/TA-516 K1-3.jpg,True
TUERCA HEXAGONAL 1/4 CON SEGURIDAD (100U),5054160010000C / K2,2100,5,ferreteria,"<p>TUERCA, SEGURIDAD, HEXAGONAL, FERRETERIA</p>",products/5054160010000C / K2.jpg,True
ESCUADRA PIZARRAS 15MM,ESC-15MM_GL,500,0,ferreteria,<p>ESQUINA<br /> PLÁSTICO<br /> NEGRO<br /> 45X45X15 MM</p>,products/ESC-15MM_GL.jpg,True
FOCO ROJO CON BASE DE METAL,HS-510299,1000,8,iluminacion,"<p>LED, ROJO, BALIZA</p>",products/HS-510299.jpg,True
FOCO AMARILLO CON BASE DE METAL,HS-510210,1000,28,iluminacion,"<p>LED, AMARILLA, BALIZA</p>",products/HS-510210.jpg,True
SEÑALETICA VIAL VMS P10-DIP-64x128E,P10-DIP-64128E,0,0,desarrollos,"<p>LETRERO, VIAL, VMS, MINERIA, RGB, minera</p>",products/P10-DIP-64128E.jpg,True
SOPORTE TECNICO,STEC-1,0,0,desarrollos,,products/STEC-1.jpg,False
TAPA PERFIL 60X60MM,TPI-6060,740,0,inicio,<p>TAPA PERFIL / REGATON<br /> INTERIOR MACIZA<br /> PLÁSTICO<br /> NEGRO</p>,products/TPI-6060.jpg,True
CAJA ESTANCA 220 X 170 X 95 LISA,CAJA20,8000,20,cajas,"<p>CAJA, ESTANCA, CAJAS, LISA</p>",products/CAJA20.jpg,True
CAJA ESTANCA 170 X 140 X 85mm LISA,CAJA18,5200,96,cajas,"<p>CAJA, ESTANCA, CAJAS, LISA</p>",products/CAJA18.jpg,True
CAJA ESTANCA 100 X 100 X 60 LISA,CAJA16,2800,20,cajas,"<p>CAJA, ESTANCA, CAJAS, LISA</p>",products/CAJA16.jpg,True
CRONOMETRO CR3296-SEN,CR3296-SEN,0,0,cronometros,"<p>DEPORTIVO, CRONOMETRO, CONTROL, TIEMPO, CAMION, ACCESO, CRONO</p>",products/CR3296-SEN.jpg,True
TRANSPORTE,FCHILE,0,0,desarrollos,,products/FCHILE.jpg,False
CONECTOR PARA PARLANTES 2 CLIP 4X4CM,TE1325,500,35,conectores,"<p>CONECTOR, PARLANTE, CLIP</p>",products/TE1325.jpg,True
COPLA CONECTOR RJ45 CAT5E,BS-1196/ R2-28,1400,50,conectores,"<p>CONECTOR, RJ45, COPLA, JACK, CAT5E</p>",products/BS-1196/ R2-28.jpg,True
GOLILLA 1/8 (100u),GO1/8,1800,16,ferreteria,"<p>GOLILLA, BOLILLA, FERRETERIA</p>",products/GO1/8.jpg,True
CABLE USB TIPO C CARGA RÁPIDA,,4500,6,cables,"<p>CABLE, RAPIDA, carga, TIPO C</p>",products/.jpg,True
CABLE HDMI ULTRA PRO 1.8M,1153,4500,6,cables,"<p>CABLE, metros, metro, HDMI, PROTEGIDO, 1.8M</p>",products/1153.jpg,True
ANTENA EWTTO DIGITAL HD PARA TV,ET-N0486,5500,5,comunicacion,"<p>DIGITAL, ANTENA, TV, TELEVISION, HD</p>",products/ET-N0486.jpg,True
TARJETA MICRO SD MAXELL 32GB CLASE 10,,6300,3,inicio,"<p>tarjeta, MAXELL, MICRO SD, CLASE 10, MEMORIA, CAPACIDAD</p>",products/.jpg,True
SEÑALETICA VIAL VMS6464BI,VMS6464BI,0,0,desarrollos,,products/VMS6464BI.jpg,True
IMPERMEABLE PARA CONECTOR RJ45 MACHO,M4CHORJ45,2500,100,conectores,"<p>CONECTOR, AMARILLO, MACHO, NEGRO, RJ45, IMPERMEABLE, MOSTAZA</p>",products/M4CHORJ45.jpg,True
SEÑALETICA VIAL VMS9696BI,VMS9696BI,0,0,desarrollos,"<p>LED, VIAL, SEÑALETICA, semaforo, VMS</p>",products/VMS9696BI.jpg,True
LUZ PILOTO LED AMARILLO 16MM 220V,,1000,23,iluminacion,"<p>LED, AMARILLO, LUZ, v, 220V, PILOTO, 16MM, MM</p>",products/.jpg,True
PACK PILAS AAA 1.5V GENERICAS (4U),140139,0,9,inicio,"<p>PILA, pilas, AAA</p>",products/140139.jpg,True
PACK PILAS AA 1.5V GENERICAS (4U),140128,0,47,inicio,"<p>PILA, pilas, AAA</p>",products/140128.jpg,True
PACK PILAS PHILIPS AA 1.5V (4U),R06L2F,1500,33,inicio,"<p>PILA, pilas, AAA, PHILIP</p>",products/R06L2F.jpg,True
SPRAY PINTURA BLANCO BRILLANTE,,3500,6,ferreteria,"<p>SPRAY, REX, blanco, PINTURA, BRILLANTE</p>",products/.jpg,True
PULSADOR 16MM,H39,400,30,inicio,"<p>ROJO, BOTON, PULSADOR</p>",products/H39.jpg,True
PIC 16F883 INTEGRADO,I2-34,2521,42,inicio,"<p>CIRCUITO, CONTROLADOR, INTEGRADO, MICRO, PIC, 18F, 2550, 16F883</p>",products/I2-34.jpg,True
ATMEGA328P,I2-42,4202,10,inicio,"<p>atmega, PROCESADOR</p>",products/I2-42.jpg,True
EL817C INTEGRADO,I2-67,672,490,inicio,<p>TRANSISTOR</p>,products/I2-67.jpg,True
CENTRAL METEOROLOGICA CM80,CM80,0,0,desarrollos,"<p>TEMPERATURA, HUMEDAD, PRESION, meteorología, PM2, pm2.5, pm10</p>",products/CM80.jpg,True
MINI PROTOBOARD ROJO 170 PUNTOS,SET174,600,15,arduino,"<p>ROJO, ARDUINO, COLORES, MINI, PROTO, PROTOBOARD</p>",products/SET174.jpg,True
MINI PROTOBOARD AZUL 170 PUNTOS ARDUINO,SET176,600,44,arduino,"<p>AZUL, ARDUINO, COLORES, MINI, PROTO, PROTOBOARD</p>",products/SET176.jpg,True
SPRAY PINTURA BLANCO BRILLANTE,,3500,6,ferreteria,"<p>SPRAY, REX, blanco, PINTURA, BRILLANTE</p>",products/.jpg,True
CARGADOR DE BATERIA 18650 EWTTO,ET-E6023,3500,5,cargadores,"<p>18650, BATERIA, cargador</p>",products/ET-E6023.jpg,True
PORTA FUSIBLE CON CABLE,FUSECA1,1800,14,electricidad,"<p>PORTA, CABLE, FUSIBLE</p>",products/FUSECA1.jpg,True
ELIMINADOR PILAS PHILCO 1200MHA 6 CONECTORES,E1200,10400,6,adaptadores,"<p>CONECTOR, PILA, pilas, CONECTORES, ELIMINADOR, ADAPTADOR DE CORRIENTE, transformador eléctrico</p>",products/E1200.jpg,True
DISPLAY CAMBIO DE JUGADOR CJ3264,CJ3264,0,0,deportivo,"<p>MARCADOR, DEPORTIVO, FUTBOL, SUPLENT</p>",products/CJ3264.jpg,True
FUSIBLE CORTO 7A/250V (10 U),FUS007,840,7,electronica,"<p>FUSIBLE, FUSE, 250V, CORTO</p>",products/FUS007.jpg,True
FUSIBLE LARGO 1A/250V (10 U),FUS0L1,600,9,electricidad,"<p>FUSIBLE, FUSE, 250V, LARGO</p>",products/FUS0L1.jpg,True
FUSIBLE LARGO 0.5A/250V (10 U),FUS0L0.5,840,9,electricidad,"<p>FUSIBLE, FUSE, 250V, LARGO</p>",products/FUS0L0.5.jpg,True
LETRERO FULL COLOR wifi MG32160w,MG32160w,0,0,desarrollos,"<p>LED, LETRERO, RUTA, RUTERO, ITIENERARIO</p>",products/MG32160w.jpg,True
LETRERO LED L32160W,L32160W,0,0,desarrollos,,products/L32160W.jpg,True
MINI PROTOBOARD VERDE 170 PUNTOS,SET171,600,38,arduino,"<p>ARDUINO, COLORES, MINI, PROTO, PROTOBOARD, VERDE</p>",products/SET171.jpg,True
MINI PROTOBOARD NEGRO 170 PUNTOS,SET172,600,54,arduino,"<p>NEGRO, ARDUINO, COLORES, MINI, PROTO, PROTOBOARD</p>",products/SET172.jpg,True
MINI PROTOBOARD AMARILLO 170 PUNTOS,SET173,600,58,arduino,"<p>AMARILLO, ARDUINO, COLORES, MINI, PROTO, PROTOBOARD</p>",products/SET173.jpg,True
INTEGRADO SALIDA AUDIO STK4142 II,STK4142II,5000,1,electronica,"<p>NEGRO, INTEGRADO, AUDIO, STK, STK4142II, 4142II, SALIDA</p>",products/STK4142II.jpg,True
INTEGRADO SALIDA AUDIO STK402-090,I2-12,8403,1,electronica,"<p>NEGRO, INTEGRADO, AUDIO, STK, STK4142II, 4142II, SALIDA, SKT402-090</p>",products/I2-12.jpg,True
MULTITESTER XL830L,IRM-12630,6723,5,electricidad,"<p>LCD, TESTER, MULTITESTER</p>",products/IRM-12630.jpg,True
FOCO LED 12W REDONDO,,4900,5,iluminacion,"<p>LED, LUZ, INTERIOR, REDONDO, EXTERIOR, volt, LUZ FRIA, SUPERFICIE</p>",products/.jpg,True
FOCO LED 12W CUADRADO,IRM-08716,4900,6,iluminacion,"<p>LED, LUZ, INTERIOR, REDONDO, EXTERIOR, CUADRADO, 12W, volt, LUZ FRIA, SUPERFICIE</p>",products/IRM-08716.jpg,True
FOCO SOLAR CON CONTROL JD-2168B,JD-2168B,10000,6,iluminacion,"<p>LED, solar, CONTROL, FOCO</p>",products/JD-2168B.jpg,True
TRANSFORMADOR 12V 5A MARCA AERBES,LZ11997,12000,6,adaptadores,"<p>fuente, REGULADOR, TRANSFORMADOR, ADAPTADOR, cargador, POWER, PODER, ADAPTADOR DE CORRIENTE</p>",products/LZ11997.jpg,True
FOCO DE LUZ SOLAR TIPO CÁMARA DE SEGURIDAD SENSOR + CONTROL,,5000,2,iluminacion,"<p>LED, LUZ, SENSOR, FOCO, EXTERIOR</p>",products/.jpg,True
CABLE HDMI 4K - 2.0 / 10 METROS ULTRA HD DE ALTA VELOCIDAD,,10500,3,cables,"<p>CABLE, metros, HDMI, HDTV, 4K, VELOCIDAD, ALTA, ULTRA</p>",products/.jpg,True
CABLE HDMI 4K - 2.0 / 10 METROS ULTRA HD DE ALTA VELOCIDAD,,10500,3,cables,"<p>CABLE, metros, HDMI, HDTV, 4K, VELOCIDAD, ALTA, ULTRA</p>",products/.jpg,True
TECLADO CONTROL DE ACCESO RFID,,20000,8,inicio,"<p>CONTROL, SEGURIDAD, PUERTA, SISTEMA, CERRADURA, ENTRADA, Sistema de Control de Acceso RFI, dispositivo de seguridad, cerradura de puerta de entrada d, calidad, ACCESO, RFID</p>",products/.jpg,True
MULTITESTER TENAZA,M3456T,7000,4,electricidad,"<p>DIGITAL, NEGRO, TENAZA, MULTITESTER</p>",products/M3456T.jpg,True
MINI JUMPER CON SEPARACION DE 2.5MM ARDUINO,WB61004,100,191,arduino,"<p>ARDUINO, MINI, JUMPER, SEPARACION</p>",products/WB61004.jpg,True
FUENTE SW 12V 10A 120W,FA-5V10A,9000,1,alimentacion,"<p>LED, LETRERO, fuente, 5V, 10A, POWER, letrero led, display led, FUENTE DE PODER</p>",products/FA-5V10A.jpg,True
FUENTE DE PODER 24V 60W 2.5A,,7000,3,electronica,"<p>ALIMENTACION, fuente, POWER, PODER</p>",products/.jpg,True
FUENTE DE PODER 24V 100W 4.2A,12477,11000,3,fuentes-sw,"<p>ALIMENTACION, fuente, POWER, PODER</p>",products/12477.jpg,True
FUENTE DE PODER 24V 200W 8.3A,K2,19000,3,electronica,"<p>ALIMENTACION, fuente, POWER, PODER</p>",products/K2.jpg,True
MONITOR DE TEMPERATURA 0 A 100 GRADOS,PT100-3232,0,0,desarrollos,"<p>TEMPERATURA, SENSOR, MONITOR, PT100, 100 GRADOS</p>",products/PT100-3232.jpg,True
DIODO LED NEÓN 75V 5MM (10U),L3MB44,1000,67,componentes,"<p>LED, DIP, 5MM, M3, BRILLO, ALTO, NEÓN</p>",products/L3MB44.jpg,True
ENCHUFE TOMA 12V,ETOMA12V,4500,16,adaptadores,"<p>NEGRO, AUTO, 12v, ENCHUFE, CAMION, TOMA, BUS</p>",products/ETOMA12V.jpg,True
TAPA REDONDA DE 3 PULGADA PLANA,TR3PP,776,18,ferreteria,"<p>PLASTICA, TAPA, TAPON, INTERIOR, REDONDA, REGATON, PERFILES, REDONDO, TOPES, PULGADAS, CAMA</p>",products/TR3PP.jpg,True
MG16128-W  LETRERO RUTERO,MG16128-W,0,0,desarrollos,"<p>LED, LETRERO, RUTA, RUTERO, ITIENERARIO, buses, minera</p>",products/MG16128-W.jpg,True
CONECTOR RECTO FLEXIBLE METÁLICO 20mm,IEC20222,600,29,cables-electricidad,"<p>TUBO, CONECTOR, METALICO, FLEXIBLE, RECTO, IEC</p>",products/IEC20222.jpg,True
FOCO LED 20W IP65,,13000,4,iluminacion,"<p>LED, LUZ, 30W, FOCO, 20W, IP65, ILUMINARIA</p>",products/.jpg,True
FOCO LED 30W IP65,,15000,4,electricidad,"<p>LED, LUZ, 30W, FOCO, IP65, ILUMINARIA</p>",products/.jpg,True
FOCO LED PANEL 12W,1112,5000,4,electricidad,"<p>LED, CAJA, LUZ, INTERIOR, FOCO, EXTERIOR, PROYECTOR, 12W, 24W, eficiencia</p>",products/1112.jpg,True
INTERRUPTOR PERA ABS 6A 250V,INT-ABS_GL,900,36,electronica,,products/INT-ABS_GL.jpg,True
INTERRUPTOR LED RECTANGULAR DORADO,R2-9,1800,86,inicio,"<p>INTERRUPTOR, BOTON, RECTANGULAR, ECONOMICO</p>",products/R2-9.jpg,True
LED IR RECEPTOR 5MM (10U),IR-5R,4000,55,componentes,"<p>LED, LUZ, 5MM, DIODO, PACK, NEGRA, INFRARROJO, 10U</p>",products/IR-5R.jpg,True
LED IR RECEPTOR 3MM (10U),IR-3R,3500,19,componentes,"<p>LED, SENSOR, DIODO, IR, NEGRA, INFRARROJO, RECEPTOR, RESEPTOR, FOTOTRANSISTOR</p>",products/IR-3R.jpg,True
FUENTE SW 5V 10A,FA-5V10A (M2-3),10000,13,alimentacion,"<p>LED, LETRERO, fuente, 5V, 10A, POWER, letrero led, display led, FUENTE DE PODER</p>",products/FA-5V10A (M2-3).jpg,True
JACK RCA HEMBRA CHASIS,JA180BK,300,725,conectores,"<p>ROJO, HEMBRA, JACK, CHASIS, pcs, NEGRA</p>",products/JA180BK.jpg,True
INTERRUPTOR BOTON ROJO 2 PINES,M3B-I2P,500,35,inicio,"<p>ROJO, BOTON, PULSADOR</p>",products/M3B-I2P.jpg,True
AMPOLLETA TIPO COLA DE PESCADO 12V 5W,12V-5W,300,56,iluminacion,"<p>12v, AMPOLLETA, COLA, PESCADO, 5W</p>",products/12V-5W.jpg,True
CONDENSADOR CERAMICO 15PF 50V,I3-7,39,991,condensadores,"<p>CONDENSADOR, 50V, CERAMICO, 15PF</p>",products/I3-7.jpg,True
CONDENSADOR CERAMICO 10PF 50V,10j,39,94,condensadores,"<p>CONDENSADOR, 50V, CERAMICO, 15PF, 10J</p>",products/10j.jpg,True
ENCHUFE MACHO - HEMBRA SIMPLE,,4500,5,enchufe,"<p>HEMBRA, ELECTRICIDAD, ENCHUFE, SIMLE</p>",products/.jpg,True
ENCHUFE MACHO SIMPLE,,1100,1,enchufe,"<p>HEMBRA, MACHO, ELECTRICIDAD, ENCHUFE, SIMLE</p>",products/.jpg,True
CONECTOR RAPIDO 3 ENTRADAS,B1,500,11,conectores,"<p>CABLE, CONECTOR, 2, RAPIDO, EXTENSION, dos, ENTRADAS</p>",products/B1.jpg,True
CONECTOR RÁPIDO 2 VÍAS 32A 250V,PCT-212_GL,500,82,conectores,"<p>BORNE, EMPALME, SPLICING, UNIÓN, WAGO, PUSH IN, WALL NUTS</p>",products/PCT-212_GL.jpg,True
CONECTOR JACK ESTEREO 6.3,JK,1000,85,alimentacion,"<p>CONECTOR, VCC, JACK, CHASIS</p>",products/JK.jpg,True
FLECHA SOLAR CON ATRIL 40X122CM,FS40-122A,0,0,desarrollos,"<p>solar, FLECHA, ARROW</p>",products/FS40-122A.jpg,True
FLECHA SOLAR CON ATRIL 50X50M,FS50-50A,0,0,desarrollos,"<p>solar, FLECHA, ARROW</p>",products/FS50-50A.jpg,True
CABLE PATCH CORD CAT7 1.5M,8P8C,3000,20,cables,"<p>CABLE, CONEXION, metros, 1.5M, PATCH, CORD</p>",products/8P8C.jpg,True
PULSADOR METÁLICO 16MM  IP65,H4-1,3000,0,inicio,"<p>PULSADOR, 16MM, METALICO, IP65</p>",products/H4-1.jpg,True
ADHESIVO ACERO LIQUIDO 56GRS REX,B3-10,3500,10,ferreteria,"<p>ADHESIVO, ACERO, LIQUIDO, PEGAMENTO, REX</p>",products/B3-10.jpg,True
CONECTOR BNC MACHO RECTO RG59,BNC1-I4-6,1000,151,conectores,"<p>CABLE, CONECTOR, MACHO, BNC, LMR195, RG59</p>",products/BNC1-I4-6.jpg,True
"JACK RCA HEMBRA CHASIS, NEGRA",JA180GR,200,659,conectores,"<p>HEMBRA, JACK, CHASIS, pcs, NEGRA</p>",products/JA180GR.jpg,True
POTENCIOMETRO DE AJUSTE 5K,I3-26,200,916,inicio,"<p>resistencia, POTENCIOMETRO, AJUSTE, VARIABLE</p>",products/I3-26.jpg,True
TIMBRE INALAMBRICO PARA ENCHUFE AIGOTAR,,7000,3,comunicacion,"<p>INALAMBRICO, ENCHUFE, TIMBRE, DOOR, BELL</p>",products/.jpg,True
TIMBRE INALAMBRICO CON ENCHUFE,,10500,4,electronica,"<p>INALAMBRICO, ENCHUFE, TIMBRE</p>",products/.jpg,True
RELE 12V 16A 8 PIN,H2-25,1200,3,electronica,"<p>v, PINES, 8, PIN, RELE, RELAY, 16A, 24</p>",products/H2-25.jpg,True
BANANA HEMBRA 24A,BH-24A_GL,0,0,conectores,<p>CONECTOR JACK</p> <p>TERMINAL</p> <p>BORNE CONEXION</p> <p>AISLADO</p> <p>CHASIS</p>,products/BH-24A_GL.jpg,True
DIODO ZENER (10U) - 1N4733A 5.1V,,1200,21,diodos,"<p>DIODO, ZENER, 4733, 4739, 1N4733A</p>",products/.jpg,True
DIODO ZENER 9.1V,,1000,1,diodos,"<p>DIODO, ZENER, 4733, 4739</p>",products/.jpg,True
DIODO ZENER (10U) - 1N4733A 5.1V,,1200,21,diodos,"<p>DIODO, ZENER, 4733, 4739, 1N4733A</p>",products/.jpg,True
DIODO ZENER (10U) - 1N4730A 3.9V,A2-2,1200,9,diodos,"<p>DIODO, ZENER, 4733, 4739, 1N4733A, 1N-4730A</p>",products/A2-2.jpg,True
DIODO ZENER (10U) - C24ST 24V,,1200,14,diodos,"<p>DIODO, ZENER, 4733, 4739, 1N-4730A, C12-ST</p>",products/.jpg,True
DIODO 1N4148 (10U) - CONMUTACION DE ALTA VELOCIDAD,ST-4148,2000,46,diodos,"<p>DIODO, ZENER, 4733, 4739, C12-ST, ST-4148</p>",products/ST-4148.jpg,True
CONECTOR AMARILLO TERMINAL OJO,,1300,4,conectores,"<p>CONECTOR, TERMINAL, AMARILLO, OJO</p>",products/.jpg,True
POTENCIOMETRO DE AJUSTE 20K,I3-24,200,445,inicio,"<p>resistencia, POTENCIOMETRO, AJUSTE, VARIABLE</p>",products/I3-24.jpg,True
POTENCIOMETRO DE AJUSTE 10K,I3-25,200,626,inicio,"<p>resistencia, POTENCIOMETRO, AJUSTE, VARIABLE</p>",products/I3-25.jpg,True
TERMORETRÁCTIL 10MM,PASILLO,900,25,alimentacion,"<p>TUBO, CABLE, CONECTOR, metro, TERMORETRACTIL</p>",products/PASILLO.jpg,True
JACK DC 2.1/5.5 MM,JACK-2.1/5.5_GL,250,40,conectores,<p>CONECTOR</p> <p>CHASIS</p>,products/JACK-2.1/5.5_GL.jpg,True
JACK DC 2.35/5.5 MM,JACK-2.35/5.5_GL,250,41,conectores,<p>CONECTOR</p> <p>CHASIS</p>,products/JACK-2.35/5.5_GL.jpg,True
ULN2803 CIRCUITO INTEGRADO,I2-1,700,84,inicio,"<p>CIRCUITO, INTEGRADO, ULN, 2803</p>",products/I2-1.jpg,True
PLUG MACHO NEGRO-5.5/2.35,M2A-CPNM,600,81,conectores,"<p>CONECTOR, MACHO, PLUG</p>",products/M2A-CPNM.jpg,True
REMACHE TUERCA 10MM (25),TR-10MM / K1,6500,12,ferreteria,,products/TR-10MM / K1.jpg,True
TERMORETRÁCTIL 1.0MM,TER-010,500,28,ferreteria,"<p>TUBO, CABLE, CONECTOR, metro, TERMORETRACTIL</p>",products/TER-010.jpg,True
TERMORETRÁCTIL 2.0MM,TER-020,500,23,ferreteria,"<p>TUBO, CONECTOR, TERMO, metro, MM, TERMORETRACTIL</p>",products/TER-020.jpg,True
TERMORETRÁCTIL 3.0MM,TER-030,500,17,alimentacion,"<p>TUBO, CONECTOR, metro, MM, TERMORETRACTIL</p>",products/TER-030.jpg,True
TERMORETRÁCTIL 4.0MM,TER-040,600,13,ferreteria,"<p>TUBO, CABLE, CONECTOR, metro, TERMORETRACTIL</p>",products/TER-040.jpg,True
TERMORETRÁCTIL 5.0MM,TER-050,600,0,alimentacion,"<p>TUBO, CABLE, CONECTOR, metro, TERMORETRACTIL</p>",products/TER-050.jpg,True
TERMORETRÁCTIL 6.0MM,TER-060,700,19,ferreteria,"<p>TUBO, CABLE, CONECTOR, metro, TERMORETRACTIL</p>",products/TER-060.jpg,True
TERMORETRÁCTIL 9.0MM,TER-090,800,30,ferreteria,"<p>TUBO, CABLE, CONECTOR, metro, TERMORETRACTIL</p>",products/TER-090.jpg,True
CAJA PLASTICA 158X90X60MM IP65 NEGRA,CHL180356,4500,0,cajas,,products/CHL180356.jpg,True
DISPLAY LED INDUSTRIAL 1 LINEA 16X64,DIL1-1664-SE,0,0,desarrollos,"<p>ETHERNET, LED, DISPLAY, MATRIZ, INDUSTRIAL, PLC, SERIAL, DOTMATRIX</p>",products/DIL1-1664-SE.jpg,True
DIP SWITCH 6 POSICIONES INTERRUPTOR,H2-16/3,500,50,electronica,"<p>INTERRUPTOR, DIP, SWITCH, POSICIONES, 6 POSICIONES</p>",products/H2-16/3.jpg,True
MODULO LED 3X20 12V,5054-3LED,4500,4,inicio,,products/5054-3LED.jpg,True
RELOJ ALARMA 64X128CM,RG64128BT,0,0,desarrollos,"<p>CRONOMETRO, CONTROLADOR, P10, RELOJ, TIEMPO, GPS, TIME, CLOCK, OCLOCK, MINUTO, SEGUNDO</p>",products/RG64128BT.jpg,True
MODULO DECODIFICADOR RX480E ARDUINO,RX480E,5000,44,arduino,"<p>ARDUINO, MODULO, CONTROL, REMOTO, RECEPTOR, DECODIFICADOR, 433mhz, RX480E, ITYTARG, TRANSMISOR</p>",products/RX480E.jpg,True
"TIJERA DE METAL "7"",MIK-7,900,11,ferreteria,"<p>METAL, TIJERAS, TIJERA, 7PULGADAS</p>",products/MIK-7.jpg,True
KIT ELÉCTRICO ESCOLAR 9 PIEZAS,Y00341,1800,100,electronica,"<p>ELECTRICO, ESCOLAR, CIRCUITO, kit, 9 PIEZAS</p>",products/Y00341.jpg,True
INTERRUPTOR PARA MAQUINARIA 220VAC 5A,H5-5,2200,9,inicio,"<p>ON-OFF, INTERRUPTOR, 220V, 5A, MAQUINARIA</p>",products/H5-5.jpg,True
INTERRUPTOR PARA MAQUINARIA KAO-5H,H5-4,5000,4,inicio,"<p>INTERRUPTOR, 220V, 10A, MAQUINARIA</p>",products/H5-4.jpg,True
EXTRACTOR DE SOLDADURA 18CM,EX18CM,2100,8,extractor,"<p>SOLDADURA, ESTAÑO, BOMBA, EXTRATOR, EXTRACTORA</p>",products/EX18CM.jpg,True
USB HUB 3.0 - 4 PUERTOS ALTA VELOCIDAD,,4000,16,electronica,"<p>USB, HUB, VELOCIDAD, ALTA, PUERTO</p>",products/.jpg,True
INTERRUPTOR PALANCA 2 PINES ON/OFF,H2-1,600,33,inicio,"<p>INTERRUPTOR, MINI, PALANCA, POSICIONES, OFF, ON</p>",products/H2-1.jpg,True
CAJA PLASTICA 83X58X35MM NEGRA IP65,CHL180352,2400,0,cajas,,products/CHL180352.jpg,True
CAJA PLASTICA 120X120X90MM IP65 NEGRA,CHL180355,5500,20,cajas,,products/CHL180355.jpg,True
CAJA PLASTICA 115X90X55MM IP65 NEGRA,CHL180354,3500,10,cajas,,products/CHL180354.jpg,True
CONTADOR DE EVENTOS C1632,C1632,0,0,desarrollos,"<p>CONTADOR, CAJAS, DINERO, MONEDAS, FRUTAS</p>",products/C1632.jpg,True
